anonymous_user_id,group_code,session_id,event_type,task_id,word_count,char_count,hour_of_day,day_of_week,timestamp,survey_completed_at
6f4b6612125fb3a0,MC_001,sess-1772224150211-t9dd83xqh,task_expanded,100,,,20,Friday,2026-02-27T20:29:24.701844+00:00,
6f4b6612125fb3a0,MC_001,sess-1772353967963-1bljrovb4,task_created,111,,,8,Sunday,2026-03-01T08:33:27.325930+00:00,
6f4b6612125fb3a0,MC_001,sess-1772353967963-1bljrovb4,comment_sent,111,1,5,8,Sunday,2026-03-01T08:41:14.510666+00:00,
